,baron-human,segerstolpe,muraro,xin,pollen,li
human4_lib1.final_cell_0108,0.87,0.84,0.78,0.72,0.64,0.29
human4_lib1.final_cell_0109,0.8,0.74,0.68,0.61,0.35,0.22
human4_lib1.final_cell_0110,0.78,0.8,0.69,0.64,0.37,0.41
human4_lib1.final_cell_0111,0.89,0.8,0.79,0.56,0.6,0.36
human4_lib1.final_cell_0112,0.78,0.76,0.68,0.62,NA,0.3
human4_lib1.final_cell_0113,0.81,0.82,0.74,0.64,0.36,0.41
human4_lib1.final_cell_0114,0.81,0.74,0.66,0.57,0.34,0.41
human4_lib1.final_cell_0115,0.76,0.77,0.69,0.35,0.63,0.53
human4_lib1.final_cell_0116,0.84,0.79,0.75,NA,0.61,0.49
human4_lib1.final_cell_0117,0.87,0.88,0.85,0.68,0.6,0.42
human4_lib1.final_cell_0118,0.85,0.81,0.77,0.58,0.64,0.46
human4_lib1.final_cell_0119,0.86,0.87,0.82,0.31,0.68,0.52
human4_lib1.final_cell_0120,0.86,0.84,0.74,0.64,0.35,NA
human4_lib1.final_cell_0121,0.85,0.81,0.77,0.66,0.38,0.46
human4_lib1.final_cell_0122,0.87,0.82,0.79,0.65,0.6,0.26
human4_lib1.final_cell_0123,0.86,0.83,0.83,0.7,0.63,0.28
human4_lib1.final_cell_0124,0.81,0.81,0.71,0.67,0.64,0.25
human4_lib1.final_cell_0125,0.79,0.8,0.71,0.61,0.38,0.44
human4_lib1.final_cell_0126,0.77,0.79,0.72,0.58,NA,0.45
human4_lib1.final_cell_0127,0.81,0.81,0.8,0.61,0.67,0.53
human4_lib1.final_cell_0128,0.88,0.8,0.79,0.65,0.66,0.64
human4_lib1.final_cell_0129,0.86,0.78,0.74,0.65,0.61,0.24
human4_lib1.final_cell_0130,0.86,0.79,0.72,0.6,NA,0.42
human4_lib1.final_cell_0131,0.89,0.84,0.81,0.34,0.66,0.53
human4_lib1.final_cell_0132,0.82,0.82,0.72,0.61,NA,0.22
human4_lib1.final_cell_0133,0.81,0.78,0.76,0.29,0.57,0.49
human4_lib1.final_cell_0134,0.76,0.77,0.79,NA,0.63,0.48
human4_lib1.final_cell_0135,0.86,0.8,0.72,0.62,NA,0.43
human4_lib1.final_cell_0136,0.88,0.85,0.81,0.67,0.61,0.41
human4_lib1.final_cell_0137,0.84,0.83,0.8,0.59,0.6,0.3
human4_lib1.final_cell_0138,0.83,0.77,0.74,0.58,0.56,0.29
human4_lib1.final_cell_0139,0.81,0.81,0.73,0.63,0.61,NA
human4_lib1.final_cell_0140,0.87,0.82,0.79,0.65,0.34,0.27
human4_lib1.final_cell_0141,0.85,0.8,0.78,0.58,NA,0.43
human4_lib1.final_cell_0142,0.87,0.83,0.77,0.73,0.64,0.48
human4_lib1.final_cell_0143,0.8,0.75,0.69,0.64,0.57,0.22
human4_lib1.final_cell_0144,0.82,0.82,0.77,0.56,0.61,0.47
human4_lib1.final_cell_0145,0.9,0.85,0.53,0.61,0.59,NA
human4_lib1.final_cell_0146,0.85,0.81,0.76,0.65,0.34,0.4
human4_lib1.final_cell_0147,0.72,0.76,0.77,0.54,0.57,0.43
human4_lib1.final_cell_0148,0.88,0.86,0.84,0.64,0.67,0.53
human4_lib1.final_cell_0149,0.87,0.85,0.83,0.3,0.67,0.5
human4_lib1.final_cell_0150,0.76,0.78,0.72,0.65,0.37,0.48
human4_lib1.final_cell_0151,0.81,0.82,0.72,0.6,NA,0.25
human4_lib1.final_cell_0152,0.86,0.83,0.8,0.67,0.37,0.21
human4_lib1.final_cell_0153,0.85,0.81,0.74,0.61,0.59,0.44
human4_lib1.final_cell_0154,0.78,0.8,0.7,0.66,0.36,0.24
human4_lib1.final_cell_0155,0.85,0.83,0.78,0.61,0.59,0.19
human4_lib1.final_cell_0156,0.81,0.82,0.71,0.65,NA,0.23
human4_lib1.final_cell_0157,0.87,0.82,0.78,0.57,0.59,0.53
human4_lib1.final_cell_0158,0.87,0.79,0.74,0.27,0.6,0.55
human4_lib1.final_cell_0159,0.73,0.79,0.71,0.69,0.66,0.24
human4_lib1.final_cell_0160,0.81,0.8,0.72,0.61,0.6,0.44
human4_lib1.final_cell_0161,0.8,0.77,0.71,0.62,0.33,0.26
human4_lib1.final_cell_0162,0.86,0.84,0.82,0.7,0.37,0.27
human4_lib1.final_cell_0163,0.81,0.83,0.74,0.66,NA,0.2
human4_lib1.final_cell_0164,0.79,0.79,0.69,0.61,0.33,0.23
human4_lib1.final_cell_0165,0.84,0.82,0.77,0.65,0.36,0.42
human4_lib1.final_cell_0166,0.85,0.85,0.77,0.66,NA,0.49
human4_lib1.final_cell_0167,0.85,0.8,0.75,0.65,0.61,0.27
human4_lib1.final_cell_0168,0.83,0.78,0.74,0.69,0.62,0.47
human4_lib1.final_cell_0169,0.8,0.77,0.76,0.61,0.29,0.2
human4_lib1.final_cell_0170,0.79,0.8,0.73,0.65,NA,0.5
human4_lib1.final_cell_0171,0.88,0.87,0.84,0.76,0.41,0.24
human4_lib1.final_cell_0172,0.83,0.83,0.77,0.67,0.41,0.31
human4_lib1.final_cell_0173,0.8,0.81,0.74,0.59,0.36,0.19
human4_lib1.final_cell_0174,0.77,0.78,0.67,0.58,0.37,0.25
human4_lib1.final_cell_0175,0.74,0.77,0.64,0.53,0.34,0.41
human4_lib1.final_cell_0176,0.86,0.82,0.8,0.61,0.58,0.3
human4_lib1.final_cell_0177,0.82,0.8,0.71,0.59,0.36,0.46
human4_lib1.final_cell_0178,0.88,0.86,0.81,0.27,0.61,0.48
human4_lib1.final_cell_0179,0.81,0.79,0.74,0.61,0.34,0.42
human4_lib1.final_cell_0180,0.84,0.8,0.74,0.66,0.37,0.27
human4_lib1.final_cell_0181,0.85,0.83,0.77,0.64,0.65,0.47
human4_lib1.final_cell_0182,0.85,0.83,0.74,0.67,0.37,0.28
human4_lib1.final_cell_0183,0.77,0.68,0.7,0.26,0.51,0.38
human4_lib1.final_cell_0184,0.88,0.83,0.8,0.69,0.39,0.28
human4_lib1.final_cell_0185,0.82,0.81,0.74,0.61,NA,0.21
human4_lib1.final_cell_0186,0.81,0.73,0.71,0.57,0.29,0.23
human4_lib1.final_cell_0187,0.83,0.79,0.77,0.6,0.32,0.24
human4_lib1.final_cell_0188,0.83,0.81,0.74,0.61,NA,0.45
human4_lib1.final_cell_0189,0.85,0.83,0.78,0.64,0.34,0.3
human4_lib1.final_cell_0190,0.86,0.81,0.77,0.65,0.57,0.39
human4_lib1.final_cell_0191,0.82,0.78,0.74,0.66,0.6,0.23
human4_lib1.final_cell_0192,0.86,0.82,0.77,0.62,0.58,0.42
human4_lib1.final_cell_0193,0.84,0.83,0.76,0.67,0.41,0.3
human4_lib1.final_cell_0194,0.83,0.82,0.72,0.63,0.62,0.41
human4_lib1.final_cell_0195,0.85,0.8,0.75,0.68,0.61,0.43
human4_lib1.final_cell_0196,0.79,0.78,0.72,0.54,0.35,0.4
human4_lib1.final_cell_0197,0.8,0.79,0.72,0.62,0.57,0.22
human4_lib1.final_cell_0198,0.86,0.82,0.79,0.66,NA,0.48
human4_lib1.final_cell_0199,0.88,0.84,0.82,0.68,0.36,0.46
human4_lib1.final_cell_0200,0.86,0.82,0.75,0.61,0.6,0.45
human4_lib1.final_cell_0201,0.72,0.75,0.64,0.66,0.64,0.26
human4_lib1.final_cell_0202,0.79,0.8,0.69,0.6,0.38,0.41
human4_lib1.final_cell_0203,0.7,0.54,NA,0.62,0.3,0.25
human4_lib1.final_cell_0204,0.74,0.71,0.67,0.55,0.28,0.22
human4_lib1.final_cell_0205,0.81,0.81,0.73,0.62,NA,0.5
human4_lib1.final_cell_0206,0.77,0.75,0.68,0.58,0.31,0.17
human4_lib1.final_cell_0207,0.82,0.79,0.77,0.64,0.56,0.22
human4_lib1.final_cell_0208,0.74,0.78,0.77,0.55,0.58,0.44
human4_lib1.final_cell_0209,0.88,0.82,0.78,0.62,0.64,0.5
human4_lib1.final_cell_0210,0.77,0.78,0.7,0.64,NA,0.42
human4_lib1.final_cell_0211,0.82,0.81,0.76,0.63,0.55,0.2
human4_lib1.final_cell_0212,0.89,0.84,0.81,0.61,0.64,0.49
human4_lib1.final_cell_0213,0.86,0.79,0.77,0.57,0.6,0.59
human4_lib1.final_cell_0214,0.84,0.81,0.71,0.7,0.41,0.26
human4_lib1.final_cell_0215,0.77,0.78,0.69,0.63,0.61,0.43
human4_lib1.final_cell_0216,0.83,0.8,0.75,0.64,NA,0.38
human4_lib1.final_cell_0217,0.86,0.81,0.76,0.53,0.33,0.47
human4_lib1.final_cell_0218,0.77,0.76,0.63,0.58,0.36,0.44
human4_lib1.final_cell_0219,0.84,0.82,0.74,0.62,0.38,0.22
human4_lib1.final_cell_0220,0.88,0.84,0.81,0.6,0.64,0.35
human4_lib1.final_cell_0221,0.82,0.81,0.74,0.67,0.64,0.21
human4_lib1.final_cell_0222,0.81,0.82,0.74,0.63,NA,0.45
human4_lib1.final_cell_0223,0.88,0.84,0.82,0.65,0.7,0.53
human4_lib1.final_cell_0224,0.79,0.76,0.7,0.59,0.58,0.4
human4_lib1.final_cell_0225,0.83,0.79,0.74,0.61,NA,0.46
human4_lib1.final_cell_0226,0.84,0.77,0.71,0.56,NA,0.17
human4_lib1.final_cell_0227,0.74,NA,0.63,0.56,NA,0.17
human4_lib1.final_cell_0228,0.86,0.81,0.76,0.71,0.38,0.27
human4_lib1.final_cell_0229,0.84,0.77,0.72,0.59,0.56,0.22
human4_lib1.final_cell_0230,0.84,0.76,0.76,0.62,NA,0.35
human4_lib1.final_cell_0231,0.88,0.86,0.34,0.65,0.7,0.6
human4_lib1.final_cell_0232,0.87,0.83,0.81,0.66,0.36,0.41
human4_lib1.final_cell_0233,0.8,0.75,0.72,0.57,0.5,0.18
human4_lib1.final_cell_0234,0.85,0.82,0.75,0.68,0.69,0.41
human4_lib1.final_cell_0235,0.89,0.82,0.81,0.62,0.66,0.56
human4_lib1.final_cell_0236,0.78,0.81,0.73,0.64,0.39,0.26
human4_lib1.final_cell_0237,0.78,0.76,0.64,0.57,NA,0.39
human4_lib1.final_cell_0238,0.78,0.79,0.73,0.61,0.6,0.44
human4_lib1.final_cell_0239,0.82,0.78,0.72,NA,0.63,0.31
human4_lib1.final_cell_0240,0.85,0.8,0.8,0.61,NA,0.39
human4_lib1.final_cell_0241,0.81,0.81,0.71,0.59,0.37,0.4
human4_lib1.final_cell_0242,0.82,0.79,0.75,0.56,0.61,0.48
human4_lib1.final_cell_0243,0.8,0.78,0.69,0.59,0.34,0.26
human4_lib1.final_cell_0244,0.84,0.84,0.76,0.65,0.62,0.29
human4_lib1.final_cell_0245,0.85,0.83,0.77,0.64,NA,0.46
human4_lib1.final_cell_0246,0.86,0.82,0.75,0.65,NA,0.46
human4_lib1.final_cell_0247,0.77,0.79,0.73,0.56,NA,NA
human4_lib1.final_cell_0248,0.81,0.81,0.74,0.63,0.59,0.36
human4_lib1.final_cell_0249,0.83,0.78,0.73,0.61,0.57,0.23
human4_lib1.final_cell_0250,0.85,0.81,0.76,0.65,0.62,0.23
human4_lib1.final_cell_0251,0.84,0.85,0.79,0.61,0.65,0.47
human4_lib1.final_cell_0252,0.66,0.76,0.73,0.52,0.54,0.41
human4_lib1.final_cell_0253,0.81,0.79,0.7,0.6,0.35,0.39
human4_lib1.final_cell_0254,0.84,0.8,0.77,0.62,0.37,0.26
human4_lib1.final_cell_0255,0.8,0.79,0.75,0.61,0.32,0.41
human4_lib1.final_cell_0256,0.84,0.76,0.72,0.27,0.35,0.36
human4_lib1.final_cell_0257,0.79,0.74,0.66,0.26,0.6,0.42
human4_lib1.final_cell_0258,0.85,0.79,0.75,0.63,NA,0.36
human4_lib1.final_cell_0259,0.84,0.81,0.76,0.6,NA,0.22
human4_lib1.final_cell_0260,0.83,0.84,0.79,0.62,0.62,0.53
human4_lib1.final_cell_0261,0.84,0.83,0.76,0.65,0.61,0.44
human4_lib1.final_cell_0262,0.86,0.8,0.75,0.63,0.59,0.43
human4_lib1.final_cell_0263,0.87,0.84,0.78,0.68,0.3,0.43
human4_lib1.final_cell_0264,0.73,0.7,0.67,0.26,0.51,0.46
human4_lib1.final_cell_0265,0.81,0.77,0.72,0.59,0.37,0.25
human4_lib1.final_cell_0266,0.84,0.78,0.71,0.58,0.33,0.36
human4_lib1.final_cell_0267,0.82,0.79,0.72,0.61,0.34,0.44
human4_lib1.final_cell_0268,0.86,0.82,0.79,0.65,0.43,0.31
human4_lib1.final_cell_0269,0.83,0.75,0.68,0.59,NA,0.39
human4_lib1.final_cell_0270,0.86,0.82,0.78,0.57,NA,0.48
human4_lib1.final_cell_0271,0.84,0.8,0.74,0.61,0.65,0.49
human4_lib1.final_cell_0272,0.82,0.81,0.76,0.74,0.4,0.51
human4_lib1.final_cell_0273,0.83,0.84,0.8,0.57,0.58,0.46
human4_lib1.final_cell_0274,0.81,0.8,0.73,0.56,0.35,0.4
human4_lib1.final_cell_0275,0.85,0.83,0.79,0.65,0.55,0.27
human4_lib1.final_cell_0276,0.77,0.74,0.66,0.61,0.35,0.15
human4_lib1.final_cell_0277,0.84,0.8,0.72,0.61,0.62,0.4
human4_lib1.final_cell_0278,0.84,0.84,0.74,0.65,0.6,0.26
human4_lib1.final_cell_0279,0.81,0.81,0.75,0.68,NA,0.45
human4_lib1.final_cell_0280,0.8,0.8,0.75,0.62,NA,0.44
human4_lib1.final_cell_0281,0.83,0.76,0.74,0.63,NA,0.35
human4_lib1.final_cell_0282,0.81,0.83,0.72,0.66,NA,0.43
human4_lib1.final_cell_0283,0.79,0.8,0.69,0.6,0.34,0.41
human4_lib1.final_cell_0284,0.85,0.79,0.75,0.64,0.58,0.38
human4_lib1.final_cell_0285,0.87,0.85,0.81,0.31,0.63,0.51
human4_lib1.final_cell_0286,0.83,0.8,0.72,0.63,0.33,0.26
human4_lib1.final_cell_0287,0.83,0.79,0.75,0.5,0.53,0.46
human4_lib1.final_cell_0288,0.86,0.84,0.77,0.65,NA,0.48
human4_lib1.final_cell_0289,0.86,0.83,0.77,0.71,0.39,0.42
human4_lib1.final_cell_0290,0.84,0.81,0.74,0.57,0.58,0.45
human4_lib1.final_cell_0291,0.88,0.83,0.75,0.65,NA,0.21
human4_lib1.final_cell_0292,0.84,0.76,0.7,0.6,NA,0.38
human4_lib1.final_cell_0293,0.75,0.77,0.69,0.58,0.36,0.24
human4_lib1.final_cell_0294,0.86,0.83,0.84,0.64,0.58,0.41
human4_lib1.final_cell_0295,0.76,0.8,0.6,0.65,0.59,0.43
human4_lib1.final_cell_0296,0.85,0.8,0.75,0.64,0.58,0.27
human4_lib1.final_cell_0297,0.83,0.78,0.74,0.56,0.54,0.2
human4_lib1.final_cell_0298,0.83,0.8,0.76,0.64,0.61,0.42
human4_lib1.final_cell_0299,0.79,0.78,0.7,0.63,0.37,0.47
human4_lib1.final_cell_0300,0.8,0.77,0.66,0.61,0.35,0.25
human4_lib1.final_cell_0301,0.85,0.78,0.76,0.63,0.58,0.26
human4_lib1.final_cell_0302,0.75,0.76,0.76,0.48,0.52,0.32
human4_lib1.final_cell_0303,0.86,0.86,0.81,0.61,0.64,0.53
human4_lib1.final_cell_0304,0.74,0.77,0.67,0.58,0.37,NA
human4_lib1.final_cell_0305,0.76,0.79,0.71,0.61,0.29,0.41
human4_lib1.final_cell_0306,0.85,0.84,0.81,0.66,0.59,0.24
human4_lib1.final_cell_0307,0.83,0.81,0.78,0.65,NA,0.49
human4_lib1.final_cell_0308,0.8,0.76,0.7,0.63,0.57,0.41
human4_lib1.final_cell_0309,0.88,0.81,0.79,0.64,0.64,0.6
human4_lib1.final_cell_0310,0.83,0.75,0.75,0.51,0.28,0.33
human4_lib1.final_cell_0311,0.81,0.77,0.76,0.54,NA,0.45
human4_lib1.final_cell_0312,0.79,0.73,0.69,0.6,0.54,0.37
human4_lib1.final_cell_0313,0.85,0.84,0.77,0.67,NA,0.44
human4_lib1.final_cell_0314,0.83,0.8,0.79,0.6,0.31,0.24
human4_lib1.final_cell_0315,0.87,0.84,0.8,0.69,0.36,NA
human4_lib1.final_cell_0316,0.79,0.77,0.68,0.58,0.33,0.41
human4_lib1.final_cell_0317,0.84,0.79,0.77,0.6,NA,0.43
human4_lib1.final_cell_0318,0.71,0.66,0.62,0.46,0.45,0.34
human4_lib1.final_cell_0319,0.81,0.73,0.68,0.53,0.5,0.42
human4_lib1.final_cell_0320,0.85,0.79,0.75,0.63,0.33,0.41
human4_lib1.final_cell_0321,0.79,0.81,0.7,0.59,0.31,0.42
human4_lib1.final_cell_0322,0.83,0.82,0.73,0.63,NA,0.21
human4_lib1.final_cell_0323,0.83,0.78,0.77,0.54,0.58,0.51
human4_lib1.final_cell_0324,0.86,0.86,0.83,0.59,0.62,0.51
human4_lib1.final_cell_0325,0.77,0.74,0.68,0.6,0.56,0.39
human4_lib1.final_cell_0326,0.81,0.77,0.7,0.57,0.34,0.46
human4_lib1.final_cell_0327,0.83,0.77,0.73,0.64,0.56,0.23
human4_lib1.final_cell_0328,0.82,0.78,0.77,0.58,NA,0.25
human4_lib1.final_cell_0329,0.83,0.78,0.74,0.6,0.56,0.23
human4_lib1.final_cell_0330,0.83,0.81,0.76,0.62,0.36,0.24
human4_lib1.final_cell_0331,0.83,0.81,0.78,0.63,NA,0.44
human4_lib1.final_cell_0332,0.75,NA,0.62,0.6,0.27,0.37
human4_lib1.final_cell_0333,0.84,0.8,0.74,0.64,NA,0.42
human4_lib1.final_cell_0334,0.74,0.76,0.65,0.55,0.31,0.19
human4_lib1.final_cell_0335,0.87,0.8,0.79,0.64,0.32,0.24
human4_lib1.final_cell_0336,0.79,0.79,0.75,NA,0.64,0.51
human4_lib1.final_cell_0337,0.81,0.79,0.72,0.56,0.3,0.28
human4_lib1.final_cell_0338,0.85,0.8,0.75,0.64,0.29,0.47
human4_lib1.final_cell_0339,0.79,0.8,0.74,0.57,0.38,NA
human4_lib1.final_cell_0340,0.79,0.79,0.73,0.62,0.36,0.2
human4_lib1.final_cell_0341,0.83,0.76,0.73,0.61,0.58,0.23
human4_lib1.final_cell_0342,0.78,0.78,0.68,0.56,0.35,0.4
human4_lib1.final_cell_0343,0.71,0.79,0.73,NA,0.63,0.46
human4_lib1.final_cell_0344,0.86,0.78,0.75,0.64,0.32,0.36
human4_lib1.final_cell_0345,0.82,0.8,0.71,0.61,0.55,0.23
human4_lib1.final_cell_0346,0.84,0.82,0.76,0.55,0.56,0.42
human4_lib1.final_cell_0347,0.83,0.8,0.76,0.61,NA,0.27
human4_lib1.final_cell_0348,0.86,0.83,0.77,0.63,0.62,0.44
human4_lib1.final_cell_0349,0.86,0.79,0.51,0.52,0.52,0.47
human4_lib1.final_cell_0350,0.85,0.83,0.78,0.66,0.59,0.27
human4_lib1.final_cell_0351,0.83,0.8,0.78,0.56,0.6,0.46
human4_lib1.final_cell_0352,0.78,0.79,0.7,0.57,NA,0.37
human4_lib1.final_cell_0353,0.88,0.83,0.79,0.69,0.58,0.29
human4_lib1.final_cell_0354,0.84,0.81,0.74,0.24,0.64,0.51
human4_lib1.final_cell_0355,0.81,0.78,0.72,0.58,0.59,0.46
human4_lib1.final_cell_0356,0.85,0.83,0.76,0.62,NA,NA
human4_lib1.final_cell_0357,0.86,0.82,0.8,0.66,0.35,0.2
human4_lib1.final_cell_0358,0.71,0.74,0.62,0.57,0.37,0.2
human4_lib1.final_cell_0359,0.83,0.8,0.77,0.65,0.6,0.29
human4_lib1.final_cell_0360,0.77,0.76,0.69,0.58,0.57,0.4
human4_lib1.final_cell_0361,0.77,0.78,0.67,0.23,0.59,0.5
human4_lib1.final_cell_0362,0.85,0.79,0.77,0.51,0.56,0.43
human4_lib1.final_cell_0363,0.85,0.79,0.73,0.68,0.34,0.26
human4_lib1.final_cell_0364,0.82,0.83,0.78,0.62,0.66,0.49
human4_lib1.final_cell_0365,0.82,0.78,0.73,0.62,0.55,0.39
human4_lib1.final_cell_0366,0.8,0.79,0.74,0.65,NA,0.46
human4_lib1.final_cell_0367,0.85,0.82,0.78,0.56,0.58,0.57
human4_lib1.final_cell_0368,0.84,0.8,0.74,0.63,NA,0.41
human4_lib1.final_cell_0369,0.83,0.78,0.74,0.6,0.26,0.3
human4_lib1.final_cell_0370,0.86,0.81,0.76,0.68,0.6,0.22
human4_lib1.final_cell_0371,0.71,0.75,0.64,0.55,0.57,0.49
human4_lib1.final_cell_0372,0.79,0.78,0.71,0.28,0.54,0.39
human4_lib1.final_cell_0373,0.83,0.79,0.74,0.62,0.6,0.18
human4_lib1.final_cell_0374,0.82,0.83,0.76,0.66,NA,0.25
human4_lib1.final_cell_0375,0.77,0.77,0.67,0.53,0.54,0.21
human4_lib1.final_cell_0376,0.82,0.78,0.7,0.62,0.53,0.37
human4_lib1.final_cell_0377,0.81,0.74,0.69,0.55,NA,0.16
human4_lib1.final_cell_0378,0.87,0.82,0.74,0.64,0.42,NA
human4_lib1.final_cell_0379,0.85,0.8,0.77,0.24,0.6,0.52
human4_lib1.final_cell_0380,0.8,0.78,0.68,0.55,0.57,0.24
human4_lib1.final_cell_0381,0.79,0.76,0.71,0.57,0.52,0.25
human4_lib1.final_cell_0382,0.77,0.78,0.69,0.6,0.57,0.41
human4_lib1.final_cell_0383,0.85,0.8,0.77,0.59,0.33,0.38
human4_lib1.final_cell_0384,0.83,0.73,0.66,0.58,0.54,0.24
human4_lib1.final_cell_0385,0.85,0.79,0.72,0.62,0.57,0.44
human4_lib1.final_cell_0386,0.86,0.82,0.78,0.61,0.58,0.26
human4_lib1.final_cell_0387,0.84,0.8,0.75,0.6,0.37,0.43
human4_lib1.final_cell_0388,0.82,0.8,0.77,0.67,0.58,0.44
human4_lib1.final_cell_0389,0.74,0.76,0.68,0.59,0.56,0.29
human4_lib1.final_cell_0390,0.75,0.8,0.73,0.32,NA,0.22
human4_lib1.final_cell_0391,0.84,0.8,0.77,0.63,0.55,0.39
human4_lib1.final_cell_0392,0.86,0.81,0.78,0.66,NA,0.2
human4_lib1.final_cell_0393,0.81,0.76,0.71,0.53,0.35,0.14
human4_lib1.final_cell_0394,0.81,0.74,0.7,0.6,0.54,0.36
human4_lib1.final_cell_0395,0.81,0.8,0.76,0.61,0.58,0.46
human4_lib1.final_cell_0396,0.78,0.77,0.7,0.55,0.39,0.44
human4_lib1.final_cell_0397,0.81,0.81,0.7,0.6,0.31,0.36
human4_lib1.final_cell_0398,0.85,0.8,0.77,0.61,0.41,0.45
human4_lib1.final_cell_0399,0.84,0.82,0.77,NA,0.62,0.48
human4_lib1.final_cell_0400,0.88,0.8,0.8,0.62,0.63,0.58
human4_lib1.final_cell_0401,0.81,0.77,0.66,0.57,0.37,0.35
human4_lib1.final_cell_0402,0.77,0.76,0.77,NA,0.61,0.48
human4_lib1.final_cell_0403,0.8,0.78,0.66,0.57,0.55,NA
human4_lib1.final_cell_0404,0.78,0.77,0.67,0.59,0.56,0.44
human4_lib1.final_cell_0405,0.8,0.77,0.74,0.58,0.4,0.41
human4_lib1.final_cell_0406,0.74,0.69,0.64,0.5,0.49,NA
human4_lib1.final_cell_0407,0.85,0.8,0.7,0.6,0.32,0.38
human4_lib1.final_cell_0408,0.83,0.81,0.77,0.6,0.51,0.21
human4_lib1.final_cell_0409,0.75,0.73,0.69,0.46,0.46,NA
human4_lib1.final_cell_0410,0.78,0.79,0.72,0.58,0.38,0.24
human4_lib1.final_cell_0411,0.67,0.71,0.6,0.55,0.54,0.18
human4_lib1.final_cell_0412,0.76,0.76,0.69,0.58,NA,NA
human4_lib1.final_cell_0413,0.77,0.77,0.7,0.55,0.55,0.41
human4_lib1.final_cell_0414,0.85,0.81,0.74,0.62,0.6,0.4
human4_lib1.final_cell_0415,0.7,0.72,0.66,0.59,0.37,0.24
human4_lib1.final_cell_0416,0.8,0.78,0.71,0.57,0.36,NA
human4_lib1.final_cell_0417,0.79,0.77,0.71,0.6,0.56,0.41
human4_lib1.final_cell_0418,0.81,0.83,0.76,0.63,0.37,0.44
human4_lib1.final_cell_0419,0.82,0.75,0.74,0.55,0.52,0.39
human4_lib1.final_cell_0420,0.79,0.78,0.72,0.58,0.59,0.46
human4_lib1.final_cell_0421,0.81,0.76,0.74,0.6,0.33,0.21
human4_lib1.final_cell_0422,0.83,0.81,0.77,0.56,0.61,0.47
human4_lib1.final_cell_0423,0.83,0.79,0.72,0.6,0.39,0.21
human4_lib1.final_cell_0424,0.83,0.79,0.74,0.65,0.57,0.39
human4_lib1.final_cell_0425,0.84,0.82,0.78,0.55,0.59,0.25
human4_lib1.final_cell_0426,0.73,0.76,0.63,0.57,0.42,0.37
human4_lib1.final_cell_0427,0.84,0.81,0.75,0.59,0.38,0.23
human4_lib1.final_cell_0428,0.84,0.79,0.76,0.64,NA,0.39
human4_lib1.final_cell_0429,0.8,0.79,0.7,0.57,0.59,0.25
human4_lib1.final_cell_0430,0.73,0.78,0.72,0.68,0.4,0.44
human4_lib1.final_cell_0431,0.78,0.76,0.7,0.58,0.57,0.41
human4_lib1.final_cell_0432,0.79,0.74,0.68,0.55,0.55,0.25
human4_lib1.final_cell_0433,0.83,0.79,0.73,0.6,NA,0.42
human4_lib1.final_cell_0434,0.69,0.69,0.61,0.55,0.37,0.41
human4_lib1.final_cell_0435,0.71,0.73,0.65,0.63,0.36,NA
human4_lib1.final_cell_0436,0.69,0.76,0.7,0.59,NA,0.42
human4_lib1.final_cell_0437,0.77,0.77,0.71,0.51,0.29,0.32
human4_lib1.final_cell_0438,0.86,0.81,0.77,0.6,0.63,0.5
human4_lib1.final_cell_0439,0.75,0.74,0.71,0.52,0.52,0.27
human4_lib1.final_cell_0440,0.85,0.79,0.76,0.55,0.55,0.57
human4_lib1.final_cell_0441,0.81,0.82,0.75,0.63,0.32,0.41
human4_lib1.final_cell_0442,0.83,0.79,0.77,0.56,0.36,0.38
human4_lib1.final_cell_0443,0.82,0.75,0.71,0.6,0.53,0.38
human4_lib1.final_cell_0444,0.75,0.74,0.63,0.52,0.51,0.15
human4_lib1.final_cell_0445,0.79,0.78,0.67,0.59,NA,0.38
human4_lib1.final_cell_0446,0.85,0.79,0.72,0.56,0.62,0.53
human4_lib1.final_cell_0447,0.62,0.71,0.5,0.53,0.54,0.47
human4_lib1.final_cell_0448,0.82,0.82,0.77,0.66,0.29,0.4
human4_lib1.final_cell_0449,0.76,0.71,0.66,0.52,NA,0.2
human4_lib1.final_cell_0450,0.81,0.78,0.74,0.57,0.58,0.49
human4_lib1.final_cell_0451,0.83,0.8,0.71,0.62,0.62,0.25
human4_lib1.final_cell_0452,0.82,0.77,0.74,NA,0.56,NA
human4_lib1.final_cell_0453,0.73,0.68,0.66,0.48,NA,0.34
human4_lib1.final_cell_0454,0.76,0.76,0.73,0.52,0.51,0.22
human4_lib1.final_cell_0455,0.71,0.75,0.68,0.27,NA,0.5
human4_lib1.final_cell_0456,0.8,0.74,0.67,0.53,0.52,0.36
human4_lib1.final_cell_0457,0.82,0.81,0.77,0.63,0.31,0.33
human4_lib1.final_cell_0458,0.72,0.71,0.69,0.57,0.35,0.41
human4_lib1.final_cell_0459,0.84,0.82,0.71,0.59,0.35,0.4
human4_lib1.final_cell_0460,0.83,0.74,0.72,0.62,0.57,0.41
human4_lib1.final_cell_0461,0.72,0.69,0.61,0.51,0.47,0.32
human4_lib1.final_cell_0462,0.7,0.76,0.7,0.54,NA,0.42
human4_lib1.final_cell_0463,0.82,0.69,0.71,0.63,NA,0.37
human4_lib1.final_cell_0464,0.74,0.74,0.69,0.56,0.59,0.34
human4_lib1.final_cell_0465,0.8,0.8,0.7,0.61,0.35,0.26
human4_lib1.final_cell_0466,0.77,0.74,0.64,0.56,0.61,0.49
human4_lib1.final_cell_0467,0.74,0.76,0.68,0.57,0.54,0.36
